gene_symbol,string_id
HMGA1,9606.ENSP00000399888
HMGB2,9606.ENSP00000296503
HMGB3,9606.ENSP00000359393
HMGCL,9606.ENSP00000363614
HMGCR,9606.ENSP00000287936
HMGCS1,9606.ENSP00000322706
HMGCS2,9606.ENSP00000358414
HMGN2,9606.ENSP00000355228
HMMR,9606.ENSP00000377492
HMOX1,9606.ENSP00000216117
HMOX2,9606.ENSP00000477572
HNRNPA1,9606.ENSP00000341826
HNRNPA2B1,9606.ENSP00000346694
HNRNPA3,9606.ENSP00000376309
HNRNPC,9606.ENSP00000451291
HNRNPD,9606.ENSP00000313199
HNRNPR,9606.ENSP00000363745
HNRNPU,9606.ENSP00000491215
HOMER1,9606.ENSP00000334382
HOMER2,9606.ENSP00000305632
HOOK3,9606.ENSP00000305699
HOPX,9606.ENSP00000450527
HOXB9,9606.ENSP00000309439
HOXC10,9606.ENSP00000307321
HPGD,9606.ENSP00000296522
HPN,9606.ENSP00000262626
HPRT1,9606.ENSP00000298556
HR,9606.ENSP00000370826
HRAS,9606.ENSP00000407586
HRC,9606.ENSP00000252825
HRH1,9606.ENSP00000380247
HS2ST1,9606.ENSP00000359581
HS3ST1,9606.ENSP00000002596
HS6ST2,9606.ENSP00000429473
HSD11B1,9606.ENSP00000355995
HSD11B2,9606.ENSP00000316786
HSD17B10,9606.ENSP00000168216
HSD17B11,9606.ENSP00000351035
HSD17B14,9606.ENSP00000263278
HSD17B4,9606.ENSP00000411960
HSD17B6,9606.ENSP00000451406
HSD17B7,9606.ENSP00000254521
HSD3B7,9606.ENSP00000297679
HSDL2,9606.ENSP00000381785
HSP90AA1,9606.ENSP00000335153
HSP90AB1,9606.ENSP00000360609
HSP90B1,9606.ENSP00000299767
HSPA13,9606.ENSP00000285667
HSPA1A,9606.ENSP00000364802
HSPA1L,9606.ENSP00000364805
HSPA2,9606.ENSP00000378199
HSPA4,9606.ENSP00000302961
HSPA4L,9606.ENSP00000296464
HSPA5,9606.ENSP00000324173
HSPA8,9606.ENSP00000437125
HSPA9,9606.ENSP00000297185
HSPB1,9606.ENSP00000248553
HSPB8,9606.ENSP00000281938
HSPD1,9606.ENSP00000340019
HSPE1,9606.ENSP00000233893
HSPH1,9606.ENSP00000487365
HTATIP2,9606.ENSP00000392985
HTR1D,9606.ENSP00000363748
HTR7,9606.ENSP00000337949
HTRA1,9606.ENSP00000357980
HTRA2,9606.ENSP00000258080
HUS1,9606.ENSP00000258774
HUWE1,9606.ENSP00000340648
HYAL2,9606.ENSP00000401853
HYOU1,9606.ENSP00000480150
IARS1,9606.ENSP00000364794
ICA1,9606.ENSP00000403982
ICAM1,9606.ENSP00000264832
ICAM2,9606.ENSP00000415283
ICOS,9606.ENSP00000319476
ID1,9606.ENSP00000365280
ID2,9606.ENSP00000234091
ID3,9606.ENSP00000363689
IDE,9606.ENSP00000265986
IDH1,9606.ENSP00000390265
IDH2,9606.ENSP00000331897
IDH3A,9606.ENSP00000299518
IDH3B,9606.ENSP00000482773
IDH3G,9606.ENSP00000217901
IDI1,9606.ENSP00000370748
IDO1,9606.ENSP00000430950
IDS,9606.ENSP00000339801
IDUA,9606.ENSP00000247933
IER2,9606.ENSP00000465617
IER3,9606.ENSP00000259874
IER5,9606.ENSP00000356549
IFI27,9606.ENSP00000483430
IFI35,9606.ENSP00000395590
IFI44,9606.ENSP00000359783
IFI44L,9606.ENSP00000359787
IFIH1,9606.ENSP00000497271
IFIT1,9606.ENSP00000360869
IFIT2,9606.ENSP00000490935
IFIT3,9606.ENSP00000360876
IFITM1,9606.ENSP00000330825
IFITM2,9606.ENSP00000484689
IFITM3,9606.ENSP00000382707
IFNAR1,9606.ENSP00000270139
IFNAR2,9606.ENSP00000343957
IFNG,9606.ENSP00000229135
IFNGR1,9606.ENSP00000356713
IFNGR2,9606.ENSP00000371425
IFRD1,9606.ENSP00000384477
IFT88,9606.ENSP00000323580
IGF1,9606.ENSP00000376637
IGF1R,9606.ENSP00000497069
IGF2,9606.ENSP00000391826
IGF2R,9606.ENSP00000349437
IGFBP2,9606.ENSP00000233809
IGFBP3,9606.ENSP00000370473
IGFBP4,9606.ENSP00000269593
IGFBP5,9606.ENSP00000233813
IGFBP6,9606.ENSP00000301464
IGFBP7,9606.ENSP00000295666
IGSF1,9606.ENSP00000359940
IGSF3,9606.ENSP00000358495
IGSF6,9606.ENSP00000268389
IKBKB,9606.ENSP00000430684
IKBKG,9606.ENSP00000483825
IKZF1,9606.ENSP00000331614
IKZF2,9606.ENSP00000412869
IKZF4,9606.ENSP00000448419
IL10RA,9606.ENSP00000227752
IL11,9606.ENSP00000264563
IL12A,9606.ENSP00000303231
IL12RB1,9606.ENSP00000470788
IL12RB2,9606.ENSP00000262345
IL13RA1,9606.ENSP00000360730
IL13RA2,9606.ENSP00000361004
IL15,9606.ENSP00000296545
IL15RA,9606.ENSP00000380421
IL16,9606.ENSP00000302935
IL17RA,9606.ENSP00000320936
IL17RB,9606.ENSP00000288167
IL18,9606.ENSP00000280357
IL18BP,9606.ENSP00000434717
IL18R1,9606.ENSP00000387211
IL18RAP,9606.ENSP00000264260
IL1B,9606.ENSP00000263341
IL1R1,9606.ENSP00000386380
IL1R2,9606.ENSP00000330959
IL1RL1,9606.ENSP00000233954
IL1RL2,9606.ENSP00000264257
IL23A,9606.ENSP00000228534
IL27RA,9606.ENSP00000263379
IL2RA,9606.ENSP00000369293
IL2RB,9606.ENSP00000216223
IL2RG,9606.ENSP00000363318
IL32,9606.ENSP00000431775
IL33,9606.ENSP00000370842
IL3RA,9606.ENSP00000327890
IL4I1,9606.ENSP00000472474
IL4R,9606.ENSP00000379111
IL6,9606.ENSP00000385675
IL6ST,9606.ENSP00000370698
IL7,9606.ENSP00000263851
IL7R,9606.ENSP00000306157
ILF2,9606.ENSP00000355011
ILF3,9606.ENSP00000404121
ILVBL,9606.ENSP00000263383
IMMT,9606.ENSP00000387262
IMP3,9606.ENSP00000326981
IMP4,9606.ENSP00000259239
IMPA2,9606.ENSP00000269159
IMPDH2,9606.ENSP00000321584
INCENP,9606.ENSP00000378295
ING3,9606.ENSP00000320566
INHA,9606.ENSP00000243786
INHBA,9606.ENSP00000242208
INHBB,9606.ENSP00000295228
INMT,9606.ENSP00000013222
INPP4B,9606.ENSP00000422793
INPP5F,9606.ENSP00000497527
INPPL1,9606.ENSP00000298229
INSIG1,9606.ENSP00000344741
INSM1,9606.ENSP00000312631
IP6K1,9606.ENSP00000482032
IP6K2,9606.ENSP00000331103
IPCEF1,9606.ENSP00000394751
IPO7,9606.ENSP00000369042
IQGAP2,9606.ENSP00000274364
IRAK1,9606.ENSP00000358997
IRAK2,9606.ENSP00000256458
IRAK4,9606.ENSP00000479889
IRF1,9606.ENSP00000245414
IRF2,9606.ENSP00000377218
IRF4,9606.ENSP00000370343
IRF5,9606.ENSP00000418037
IRF6,9606.ENSP00000355988
IRF7,9606.ENSP00000380697
IRF8,9606.ENSP00000268638
IRF9,9606.ENSP00000380073
IRS1,9606.ENSP00000304895
IRS2,9606.ENSP00000365016
ISCA1,9606.ENSP00000365159
ISCU,9606.ENSP00000310623
ISG15,9606.ENSP00000496832
ISG20,9606.ENSP00000306565
ISG20L2,9606.ENSP00000323424
ISOC1,9606.ENSP00000173527
ITGA10,9606.ENSP00000358310
ITGA2,9606.ENSP00000296585
ITGA3,9606.ENSP00000315190
ITGA4,9606.ENSP00000380227
ITGA5,9606.ENSP00000293379
ITGA6,9606.ENSP00000386896
ITGA7,9606.ENSP00000452120
ITGA9,9606.ENSP00000264741
ITGAE,9606.ENSP00000263087
ITGAL,9606.ENSP00000349252
ITGAM,9606.ENSP00000496959
ITGAV,9606.ENSP00000261023
ITGB1,9606.ENSP00000379350
ITGB1BP1,9606.ENSP00000353850
ITGB1BP2,9606.ENSP00000362935
ITGB2,9606.ENSP00000380948
ITGB3,9606.ENSP00000452786
ITGB4,9606.ENSP00000200181
ITGB5,9606.ENSP00000296181
ITGB7,9606.ENSP00000267082
ITGB8,9606.ENSP00000222573
ITGBL1,9606.ENSP00000365351
ITIH5,9606.ENSP00000380333
ITK,9606.ENSP00000398655
ITPA,9606.ENSP00000369456
ITPK1,9606.ENSP00000267615
ITPR2,9606.ENSP00000370744
ITSN1,9606.ENSP00000370719
JAG1,9606.ENSP00000254958
JAG2,9606.ENSP00000328169
JAGN1,9606.ENSP00000496942
JAK1,9606.ENSP00000499900
JAK2,9606.ENSP00000371067
JAM3,9606.ENSP00000299106
JMJD6,9606.ENSP00000394085
JPT1,9606.ENSP00000348316
JUN,9606.ENSP00000360266
JUNB,9606.ENSP00000303315
JUP,9606.ENSP00000377508
KALRN,9606.ENSP00000240874
KARS1,9606.ENSP00000325448
KAT2A,9606.ENSP00000225916
KAT2B,9606.ENSP00000263754
KATNA1,9606.ENSP00000356381
KATNB1,9606.ENSP00000368982
KAZN,9606.ENSP00000365198
KCNA3,9606.ENSP00000358784
KCND1,9606.ENSP00000218176
KCNH1,9606.ENSP00000271751
KCNH2,9606.ENSP00000262186
KCNIP2,9606.ENSP00000420040
KCNIP3,9606.ENSP00000295225
KCNJ2,9606.ENSP00000243457
KCNJ8,9606.ENSP00000499300
KCNK15,9606.ENSP00000361952
KCNK5,9606.ENSP00000352527
KCNMA1,9606.ENSP00000286628
KCNMB1,9606.ENSP00000274629
KCNN4,9606.ENSP00000496939
KDELR3,9606.ENSP00000386918
KDM3A,9606.ENSP00000386660
KDM4B,9606.ENSP00000159111
KDM6B,9606.ENSP00000254846
KDM7A,9606.ENSP00000380692
KEL,9606.ENSP00000347409
KHNYN,9606.ENSP00000450799
KHSRP,9606.ENSP00000381216
KIF11,9606.ENSP00000260731
KIF13B,9606.ENSP00000427900
KIF15,9606.ENSP00000324020
KIF18B,9606.ENSP00000465992
KIF1B,9606.ENSP00000263934
KIF20A,9606.ENSP00000378356
KIF20B,9606.ENSP00000360793
KIF22,9606.ENSP00000160827
KIF23,9606.ENSP00000260363
KIF2A,9606.ENSP00000385000
KIF2C,9606.ENSP00000361298
KIF3B,9606.ENSP00000364864
KIF3C,9606.ENSP00000264712
KIF4A,9606.ENSP00000363524
KIF5B,9606.ENSP00000307078
KIF5C,9606.ENSP00000393379
KIFAP3,9606.ENSP00000354560
KIFC3,9606.ENSP00000442008
KIT,9606.ENSP00000288135
KLC1,9606.ENSP00000414982
KLF10,9606.ENSP00000285407
KLF2,9606.ENSP00000248071
KLF3,9606.ENSP00000261438
KLF4,9606.ENSP00000363804
KLF5,9606.ENSP00000366915
KLF6,9606.ENSP00000419923
KLF7,9606.ENSP00000309570
KLF9,9606.ENSP00000366330
KLHDC3,9606.ENSP00000313995
KLHDC8A,9606.ENSP00000356124
KLHL24,9606.ENSP00000395012
KLK1,9606.ENSP00000301420
KLK10,9606.ENSP00000311746
KLK11,9606.ENSP00000473047
KLK7,9606.ENSP00000470538
KLK8,9606.ENSP00000375682
KMT2D,9606.ENSP00000301067
KMT5A,9606.ENSP00000384629
KNL1,9606.ENSP00000335463
KNTC1,9606.ENSP00000328236
KPNA2,9606.ENSP00000438483
KPNB1,9606.ENSP00000290158
KPTN,9606.ENSP00000337850
KRT15,9606.ENSP00000377546
KRT17,9606.ENSP00000308452
KRT18,9606.ENSP00000373489
KRT19,9606.ENSP00000355124
KRT31,9606.ENSP00000251645
KRT5,9606.ENSP00000252242
KRT8,9606.ENSP00000449404
KYNU,9606.ENSP00000264170
L1CAM,9606.ENSP00000359077
L3MBTL4,9606.ENSP00000382976
LAD1,9606.ENSP00000375829
LAMA1,9606.ENSP00000374309
LAMA2,9606.ENSP00000400365
LAMA3,9606.ENSP00000324532
LAMA4,9606.ENSP00000230538
LAMB3,9606.ENSP00000375778
LAMC1,9606.ENSP00000258341
LAMC2,9606.ENSP00000264144
LAMP2,9606.ENSP00000408411
LAMP3,9606.ENSP00000265598
LAMTOR5,9606.ENSP00000256644
LAP3,9606.ENSP00000226299
LAPTM5,9606.ENSP00000294507
LARGE1,9606.ENSP00000347088
LAS1L,9606.ENSP00000363944
LAT2,9606.ENSP00000381492
LATS1,9606.ENSP00000437550
LATS2,9606.ENSP00000372035
LAYN,9606.ENSP00000364765
LBR,9606.ENSP00000339883
LCAT,9606.ENSP00000264005
LCK,9606.ENSP00000477713
LCLAT1,9606.ENSP00000310551
LCP1,9606.ENSP00000381581
LCP2,9606.ENSP00000046794
LDB1,9606.ENSP00000501277
LDB3,9606.ENSP00000401437
LDHA,9606.ENSP00000445175
LDHC,9606.ENSP00000437783
LDLR,9606.ENSP00000454071
LDLRAP1,9606.ENSP00000363458
LEAP2,9606.ENSP00000296877
LEF1,9606.ENSP00000265165
LEFTY2,9606.ENSP00000355785
LEP,9606.ENSP00000312652
LEPR,9606.ENSP00000330393
LFNG,9606.ENSP00000222725
LGALS1,9606.ENSP00000215909
LGALS3,9606.ENSP00000254301
LGALS3BP,9606.ENSP00000262776
LGALS7,9606.ENSP00000367891
LGMN,9606.ENSP00000376911
LHPP,9606.ENSP00000357835
LHX2,9606.ENSP00000362717
LIF,9606.ENSP00000249075
LIFR,9606.ENSP00000398368
LIG1,9606.ENSP00000263274
LIG3,9606.ENSP00000367787
LIMA1,9606.ENSP00000378400
LIPA,9606.ENSP00000337354
LIPE,9606.ENSP00000244289
LITAF,9606.ENSP00000459533
LLGL1,9606.ENSP00000321537
LLGL2,9606.ENSP00000376333
LMAN1,9606.ENSP00000251047
LMNA,9606.ENSP00000357283
LMNB1,9606.ENSP00000261366
LMO2,9606.ENSP00000257818
LONP1,9606.ENSP00000353826
LONP2,9606.ENSP00000285737
LOX,9606.ENSP00000231004
LOXL1,9606.ENSP00000261921
LOXL2,9606.ENSP00000373783
LPAR1,9606.ENSP00000363553
LPAR6,9606.ENSP00000367691
LPCAT3,9606.ENSP00000261407
LPIN1,9606.ENSP00000397908
LPIN2,9606.ENSP00000261596
LPL,9606.ENSP00000497642
LRIG1,9606.ENSP00000273261
LRP1,9606.ENSP00000243077
LRP10,9606.ENSP00000352601
LRPAP1,9606.ENSP00000497444
LRPPRC,9606.ENSP00000260665
LRRC15,9606.ENSP00000413707
LRRC8C,9606.ENSP00000359483
LSM1,9606.ENSP00000310596
LSM2,9606.ENSP00000364813
LSM4,9606.ENSP00000469468
LSM7,9606.ENSP00000252622
LSP1,9606.ENSP00000371194
LSR,9606.ENSP00000480821
LSS,9606.ENSP00000380837
LTA,9606.ENSP00000403495
LTA4H,9606.ENSP00000228740
LTB,9606.ENSP00000410481
LTBP1,9606.ENSP00000386043
LTBP2,9606.ENSP00000261978
LTBR,9606.ENSP00000228918
LTC4S,9606.ENSP00000292596
LTF,9606.ENSP00000231751
LUC7L3,9606.ENSP00000376919
LUM,9606.ENSP00000266718
LXN,9606.ENSP00000264265
LY6E,9606.ENSP00000428572
LY75,9606.ENSP00000263636
LY86,9606.ENSP00000369286
LY96,9606.ENSP00000284818
LYAR,9606.ENSP00000345917
LYN,9606.ENSP00000428924
LYPD3,9606.ENSP00000244333
LYSMD2,9606.ENSP00000267838
M6PR,9606.ENSP00000000412
MACROH2A2,9606.ENSP00000362352
MAD2L1,9606.ENSP00000296509
MADD,9606.ENSP00000310933
MAF,9606.ENSP00000327048
MAFB,9606.ENSP00000362410
MAFF,9606.ENSP00000442060
MAGEE1,9606.ENSP00000354912
MAGI2,9606.ENSP00000346151
MAGIX,9606.ENSP00000471299
MAK,9606.ENSP00000346484
MAL,9606.ENSP00000310880
MAL2,9606.ENSP00000479708
MALL,9606.ENSP00000272462
MAML1,9606.ENSP00000292599
MAML2,9606.ENSP00000434552
MAN1A1,9606.ENSP00000357453
MAOA,9606.ENSP00000340684
MAOB,9606.ENSP00000367309
MAP1B,9606.ENSP00000296755
MAP1S,9606.ENSP00000325313
MAP2K3,9606.ENSP00000345083
MAP2K5,9606.ENSP00000178640
MAP2K6,9606.ENSP00000468348
MAP3K1,9606.ENSP00000382423
MAP3K11,9606.ENSP00000309597
MAP3K20,9606.ENSP00000364361
MAP3K6,9606.ENSP00000350195
MAP3K7,9606.ENSP00000358335
MAP3K8,9606.ENSP00000263056
MAP4K1,9606.ENSP00000465039
MAP4K2,9606.ENSP00000294066
MAP4K3,9606.ENSP00000263881
MAP6,9606.ENSP00000307093
MAP7,9606.ENSP00000482335
MAPK1,9606.ENSP00000215832
MAPK11,9606.ENSP00000333685
MAPK12,9606.ENSP00000215659
MAPK13,9606.ENSP00000211287
MAPK14,9606.ENSP00000229795
MAPK8,9606.ENSP00000378974
MAPK8IP2,9606.ENSP00000330572
MAPK9,9606.ENSP00000394560
MAPKAP1,9606.ENSP00000265960
MAPKAPK2,9606.ENSP00000356070
MAPKAPK3,9606.ENSP00000396467
MAPRE1,9606.ENSP00000364721
MAPRE3,9606.ENSP00000233121
MAPT,9606.ENSP00000340820
MARCHF1,9606.ENSP00000427223
MARCHF2,9606.ENSP00000471536
MARCHF6,9606.ENSP00000274140
MARCHF8,9606.ENSP00000411848
MARCKS,9606.ENSP00000478061
MARCO,9606.ENSP00000318916
MARK2,9606.ENSP00000385751
MARK3,9606.ENSP00000411397
MARK4,9606.ENSP00000262891
MASP2,9606.ENSP00000383690
MAST2,9606.ENSP00000354671
MAST3,9606.ENSP00000262811
MAST4,9606.ENSP00000385727
MATN2,9606.ENSP00000254898
MATN3,9606.ENSP00000383894
MB,9606.ENSP00000352835
MBOAT2,9606.ENSP00000302177
MBP,9606.ENSP00000380958
MCCC1,9606.ENSP00000265594
MCCC2,9606.ENSP00000343657
MCEE,9606.ENSP00000244217
MCL1,9606.ENSP00000358022
MCM2,9606.ENSP00000265056
MCM3,9606.ENSP00000480987
MCM4,9606.ENSP00000262105
MCM5,9606.ENSP00000216122
MCM6,9606.ENSP00000264156
MCM7,9606.ENSP00000307288
MDGA1,9606.ENSP00000402584
MDH2,9606.ENSP00000327070
MDK,9606.ENSP00000385451
MDM2,9606.ENSP00000258149
ME1,9606.ENSP00000358719
ME2,9606.ENSP00000321070
MED13L,9606.ENSP00000281928
MED24,9606.ENSP00000440100
MEF2A,9606.ENSP00000453095
MEF2C,9606.ENSP00000340874
MEF2D,9606.ENSP00000271555
MEIS1,9606.ENSP00000272369
MEIS2,9606.ENSP00000453793
MELK,9606.ENSP00000298048
MERTK,9606.ENSP00000295408
MEST,9606.ENSP00000223215
MET,9606.ENSP00000317272
METAP1,9606.ENSP00000296411
METTL3,9606.ENSP00000298717
MFAP5,9606.ENSP00000352455
MFHAS1,9606.ENSP00000276282
MFN2,9606.ENSP00000416338
MFSD6,9606.ENSP00000376141
MGAT1,9606.ENSP00000332073
MGLL,9606.ENSP00000265052
MGMT,9606.ENSP00000302111
MGP,9606.ENSP00000228938
MGST1,9606.ENSP00000379512
MGST3,9606.ENSP00000356864
MICB,9606.ENSP00000252229
MID1,9606.ENSP00000414521
MID1IP1,9606.ENSP00000483547
MIGA2,9606.ENSP00000351138
MINDY1,9606.ENSP00000354669
MINPP1,9606.ENSP00000361064
MIOS,9606.ENSP00000339881
MKI67,9606.ENSP00000357643
MKNK1,9606.ENSP00000498083
MKNK2,9606.ENSP00000250896
MKRN1,9606.ENSP00000255977
MLF1,9606.ENSP00000376568
MLH1,9606.ENSP00000231790
MLLT10,9606.ENSP00000307411
MLLT11,9606.ENSP00000357917
MLPH,9606.ENSP00000264605
MLYCD,9606.ENSP00000262430
MMD,9606.ENSP00000262065
MMP1,9606.ENSP00000322788
MMP10,9606.ENSP00000279441
MMP11,9606.ENSP00000215743
MMP12,9606.ENSP00000458585
MMP13,9606.ENSP00000260302
MMP14,9606.ENSP00000308208
MMP15,9606.ENSP00000219271
MMP16,9606.ENSP00000286614
MMP2,9606.ENSP00000219070
MMP3,9606.ENSP00000299855
MMP7,9606.ENSP00000260227
MMP9,9606.ENSP00000361405
MMS22L,9606.ENSP00000275053
MNAT1,9606.ENSP00000261245
MOCOS,9606.ENSP00000261326
MOCS2,9606.ENSP00000380157
MON2,9606.ENSP00000377250
MOSPD1,9606.ENSP00000359819
MOV10,9606.ENSP00000399797
MPC1,9606.ENSP00000354223
MPC2,9606.ENSP00000271373
MPG,9606.ENSP00000219431
MPHOSPH10,9606.ENSP00000244230
MPI,9606.ENSP00000318318
MPP1,9606.ENSP00000358547
MPP2,9606.ENSP00000428182
MPPED2,9606.ENSP00000350833
MPZL1,9606.ENSP00000352513
MPZL2,9606.ENSP00000278937
MRAS,9606.ENSP00000289104
MRE11,9606.ENSP00000325863
MREG,9606.ENSP00000263268
MRPL11,9606.ENSP00000308897
MRPL15,9606.ENSP00000260102
MRPL23,9606.ENSP00000380466
MRPL3,9606.ENSP00000264995
MRPL34,9606.ENSP00000252602
MRPL35,9606.ENSP00000338389
MRPL40,9606.ENSP00000333401
MRPL9,9606.ENSP00000357823
MRPS11,9606.ENSP00000317376
MRPS12,9606.ENSP00000384952
MRPS15,9606.ENSP00000362208
MRPS18B,9606.ENSP00000259873
MRPS22,9606.ENSP00000418008
MRPS30,9606.ENSP00000424328
MRPS31,9606.ENSP00000315397
MRTO4,9606.ENSP00000364320
MSC,9606.ENSP00000321445
MSH2,9606.ENSP00000233146
MSH5,9606.ENSP00000364855
MSMB,9606.ENSP00000463092
MSN,9606.ENSP00000353408
MSR1,9606.ENSP00000405453
MSRA,9606.ENSP00000313921
MSRB1,9606.ENSP00000355084
MSRB2,9606.ENSP00000365693
MST1,9606.ENSP00000414287
MSX1,9606.ENSP00000372170
MT1E,9606.ENSP00000328137
MT2A,9606.ENSP00000245185
MTA1,9606.ENSP00000333633
MTCH2,9606.ENSP00000303222
MTF2,9606.ENSP00000359321
MTHFD1,9606.ENSP00000498336
MTHFD2,9606.ENSP00000377617
MTHFD2L,9606.ENSP00000379108
MTHFR,9606.ENSP00000365770
MTIF2,9606.ENSP00000263629
MTMR10,9606.ENSP00000402537
MTOR,9606.ENSP00000354558
MTREX,9606.ENSP00000230640
MTRF1,9606.ENSP00000368793
MTRR,9606.ENSP00000402510
MTX2,9606.ENSP00000249442
MUC1,9606.ENSP00000484824
MVB12A,9606.ENSP00000324810
MVD,9606.ENSP00000301012
MVK,9606.ENSP00000228510
MVP,9606.ENSP00000378760
MX1,9606.ENSP00000381601
MX2,9606.ENSP00000333657
MXD1,9606.ENSP00000264444
MXD3,9606.ENSP00000401867
MXD4,9606.ENSP00000337889
MXI1,9606.ENSP00000331152
MXRA5,9606.ENSP00000217939
MYB,9606.ENSP00000339992
MYBBP1A,9606.ENSP00000370968
MYBL1,9606.ENSP00000429633
MYBL2,9606.ENSP00000217026
MYC,9606.ENSP00000478887
MYCN,9606.ENSP00000281043
MYD88,9606.ENSP00000498321
MYH10,9606.ENSP00000353590
MYH11,9606.ENSP00000379616
MYH3,9606.ENSP00000464317
MYH9,9606.ENSP00000216181
MYL12A,9606.ENSP00000464359
MYL12B,9606.ENSP00000463559
MYL3,9606.ENSP00000499406
MYL6B,9606.ENSP00000450385
MYL7,9606.ENSP00000223364
MYL9,9606.ENSP00000279022
MYLK,9606.ENSP00000353452
MYO1C,9606.ENSP00000496954
MYO1E,9606.ENSP00000288235
MYO9B,9606.ENSP00000471457
MYOF,9606.ENSP00000352208
MYOM1,9606.ENSP00000348821
MYOM2,9606.ENSP00000262113
MYOZ1,9606.ENSP00000352272
NAA38,9606.ENSP00000332103
NAB2,9606.ENSP00000300131
NABP1,9606.ENSP00000403683
NADSYN1,9606.ENSP00000326424
NAGK,9606.ENSP00000477639
NAMPT,9606.ENSP00000222553
NANP,9606.ENSP00000302441
NAP1L1,9606.ENSP00000477538
NAP1L2,9606.ENSP00000362616
NAPA,9606.ENSP00000263354
NAPG,9606.ENSP00000324628
NARF,9606.ENSP00000309899
NASP,9606.ENSP00000255120
NAT1,9606.ENSP00000443194
NAV2,9606.ENSP00000379396
NBL1,9606.ENSP00000289749
NBN,9606.ENSP00000265433
NCAM1,9606.ENSP00000480132
NCAPD2,9606.ENSP00000325017
NCAPH,9606.ENSP00000240423
NCAPH2,9606.ENSP00000299821
NCBP1,9606.ENSP00000364289
NCBP2,9606.ENSP00000326806
NCF4,9606.ENSP00000380334
NCK1,9606.ENSP00000417273
NCK2,9606.ENSP00000233154
NCL,9606.ENSP00000318195
NCOA3,9606.ENSP00000361066
NCOA4,9606.ENSP00000463027
NCOA6,9606.ENSP00000363929
NCOA7,9606.ENSP00000376269
NCOR2,9606.ENSP00000384018
NCS1,9606.ENSP00000361475
NCSTN,9606.ENSP00000294785
NDC80,9606.ENSP00000261597
NDP,9606.ENSP00000495811
NDRG1,9606.ENSP00000404854
NDRG2,9606.ENSP00000451712
NDST1,9606.ENSP00000261797
NDUFA1,9606.ENSP00000360492
NDUFA2,9606.ENSP00000252102
NDUFA3,9606.ENSP00000418438
NDUFA4,9606.ENSP00000339720
NDUFA5,9606.ENSP00000417142
NDUFA6,9606.ENSP00000482543
NDUFA7,9606.ENSP00000301457
NDUFA8,9606.ENSP00000362873
NDUFA9,9606.ENSP00000266544
NDUFAB1,9606.ENSP00000458770
NDUFAF4,9606.ENSP00000358272
NDUFB1,9606.ENSP00000483888
NDUFB2,9606.ENSP00000419087
NDUFB3,9606.ENSP00000407336
NDUFB4,9606.ENSP00000184266
NDUFB5,9606.ENSP00000259037
NDUFB6,9606.ENSP00000369176
NDUFB7,9606.ENSP00000215565
NDUFB8,9606.ENSP00000299166
NDUFC1,9606.ENSP00000441126
NDUFC2,9606.ENSP00000281031
NDUFS1,9606.ENSP00000392709
NDUFS2,9606.ENSP00000356972
NDUFS3,9606.ENSP00000263774
NDUFS4,9606.ENSP00000296684
NDUFS6,9606.ENSP00000274137
NDUFS7,9606.ENSP00000233627
NDUFS8,9606.ENSP00000315774
NDUFV1,9606.ENSP00000497587
NDUFV2,9606.ENSP00000327268
NDUFV3,9606.ENSP00000346196
NECTIN1,9606.ENSP00000264025
NECTIN2,9606.ENSP00000252483
NECTIN3,9606.ENSP00000418070
NECTIN4,9606.ENSP00000356991
NEDD4,9606.ENSP00000424827
NEDD4L,9606.ENSP00000383199
NEDD9,9606.ENSP00000368759
NEFH,9606.ENSP00000311997
NEGR1,9606.ENSP00000350364
NEK2,9606.ENSP00000355966
NEK7,9606.ENSP00000356355
NELFB,9606.ENSP00000339495
NELFCD,9606.ENSP00000473290
NELFE,9606.ENSP00000364578
NET1,9606.ENSP00000347134
NEXN,9606.ENSP00000333938
NF1,9606.ENSP00000351015
NF2,9606.ENSP00000344666
NFASC,9606.ENSP00000344786
NFAT5,9606.ENSP00000338806
NFE2,9606.ENSP00000439120
NFE2L1,9606.ENSP00000354855
NFE2L2,9606.ENSP00000380252
NFIB,9606.ENSP00000370340
NFIL3,9606.ENSP00000297689
NFKB1,9606.ENSP00000226574
NFKB2,9606.ENSP00000358983
NFKBIA,9606.ENSP00000216797
NFKBIB,9606.ENSP00000312988
NFKBIE,9606.ENSP00000275015
NFKBIZ,9606.ENSP00000325663
NFS1,9606.ENSP00000363205
NFX1,9606.ENSP00000368856
NFYA,9606.ENSP00000345702
NFYB,9606.ENSP00000240055
NFYC,9606.ENSP00000312617
NGF,9606.ENSP00000358525
NGLY1,9606.ENSP00000280700
NHP2,9606.ENSP00000274606
NIBAN1,9606.ENSP00000356481
NID2,9606.ENSP00000216286
NIN,9606.ENSP00000371472
NINJ1,9606.ENSP00000364595
NIP7,9606.ENSP00000254940
NIPBL,9606.ENSP00000282516
NKD1,9606.ENSP00000268459
NKIRAS1,9606.ENSP00000393785
NKX3-1,9606.ENSP00000370253
NKX6-1,9606.ENSP00000295886
NLGN2,9606.ENSP00000305288
NLGN3,9606.ENSP00000351591
NLRC5,9606.ENSP00000262510
NLRP3,9606.ENSP00000337383
NME1,9606.ENSP00000337060
NME3,9606.ENSP00000219302
NME4,9606.ENSP00000219479
NMI,9606.ENSP00000243346
NMT1,9606.ENSP00000468424
