from,to,combined_score
9606.ENSP00000265748,9606.ENSP00000272233,712.0
9606.ENSP00000265748,9606.ENSP00000288235,735.0
9606.ENSP00000265748,9606.ENSP00000287598,800.0
9606.ENSP00000265748,9606.ENSP00000298048,831.0
9606.ENSP00000265753,9606.ENSP00000278572,731.0
9606.ENSP00000265753,9606.ENSP00000293831,999.0
9606.ENSP00000265838,9606.ENSP00000287936,780.0
9606.ENSP00000265838,9606.ENSP00000280346,949.0
9606.ENSP00000265838,9606.ENSP00000285093,963.0
9606.ENSP00000265838,9606.ENSP00000293217,968.0
9606.ENSP00000265849,9606.ENSP00000289081,709.0
9606.ENSP00000265849,9606.ENSP00000298139,769.0
9606.ENSP00000265849,9606.ENSP00000285398,823.0
9606.ENSP00000265849,9606.ENSP00000269305,936.0
9606.ENSP00000265896,9606.ENSP00000275016,751.0
9606.ENSP00000265896,9606.ENSP00000297679,819.0
9606.ENSP00000265896,9606.ENSP00000274140,894.0
9606.ENSP00000265896,9606.ENSP00000279263,969.0
9606.ENSP00000265896,9606.ENSP00000287936,973.0
9606.ENSP00000265896,9606.ENSP00000277010,974.0
9606.ENSP00000265960,9606.ENSP00000286234,999.0
9606.ENSP00000265960,9606.ENSP00000296782,999.0
9606.ENSP00000265963,9606.ENSP00000278412,774.0
9606.ENSP00000265963,9606.ENSP00000296417,800.0
9606.ENSP00000265963,9606.ENSP00000299424,908.0
9606.ENSP00000265963,9606.ENSP00000269305,950.0
9606.ENSP00000265963,9606.ENSP00000292614,956.0
9606.ENSP00000265963,9606.ENSP00000272645,972.0
9606.ENSP00000265963,9606.ENSP00000285021,992.0
9606.ENSP00000265963,9606.ENSP00000285398,999.0
9606.ENSP00000265986,9606.ENSP00000280377,768.0
9606.ENSP00000265986,9606.ENSP00000284981,995.0
9606.ENSP00000265997,9606.ENSP00000288207,904.0
9606.ENSP00000266085,9606.ENSP00000286614,732.0
9606.ENSP00000266085,9606.ENSP00000284987,888.0
9606.ENSP00000266544,9606.ENSP00000288532,742.0
9606.ENSP00000266544,9606.ENSP00000290299,783.0
9606.ENSP00000266544,9606.ENSP00000292907,920.0
9606.ENSP00000266544,9606.ENSP00000268379,997.0
9606.ENSP00000266544,9606.ENSP00000296684,999.0
9606.ENSP00000266544,9606.ENSP00000299166,999.0
9606.ENSP00000266544,9606.ENSP00000274137,999.0
9606.ENSP00000266544,9606.ENSP00000281031,999.0
9606.ENSP00000266718,9606.ENSP00000295897,737.0
9606.ENSP00000266718,9606.ENSP00000295550,853.0
9606.ENSP00000266718,9606.ENSP00000297268,999.0
9606.ENSP00000266744,9606.ENSP00000272937,837.0
9606.ENSP00000266970,9606.ENSP00000276925,799.0
9606.ENSP00000266970,9606.ENSP00000296509,802.0
9606.ENSP00000266970,9606.ENSP00000296930,826.0
9606.ENSP00000266970,9606.ENSP00000282572,928.0
9606.ENSP00000266970,9606.ENSP00000269305,987.0
9606.ENSP00000266970,9606.ENSP00000274255,999.0
9606.ENSP00000266970,9606.ENSP00000267163,999.0
9606.ENSP00000266970,9606.ENSP00000288207,999.0
9606.ENSP00000267082,9606.ENSP00000295550,709.0
9606.ENSP00000267082,9606.ENSP00000296181,911.0
9606.ENSP00000267082,9606.ENSP00000296585,946.0
9606.ENSP00000267082,9606.ENSP00000294728,974.0
9606.ENSP00000267082,9606.ENSP00000293379,988.0
9606.ENSP00000267101,9606.ENSP00000274625,783.0
9606.ENSP00000267101,9606.ENSP00000275493,999.0
9606.ENSP00000267101,9606.ENSP00000269571,999.0
9606.ENSP00000267163,9606.ENSP00000296930,815.0
9606.ENSP00000267163,9606.ENSP00000269305,936.0
9606.ENSP00000267163,9606.ENSP00000274255,985.0
9606.ENSP00000267257,9606.ENSP00000293379,713.0
9606.ENSP00000267257,9606.ENSP00000269571,721.0
9606.ENSP00000267257,9606.ENSP00000296782,730.0
9606.ENSP00000267257,9606.ENSP00000279022,732.0
9606.ENSP00000267257,9606.ENSP00000275493,825.0
9606.ENSP00000267257,9606.ENSP00000296181,901.0
9606.ENSP00000267257,9606.ENSP00000274376,959.0
9606.ENSP00000267814,9606.ENSP00000290573,935.0
9606.ENSP00000267842,9606.ENSP00000293217,843.0
9606.ENSP00000267884,9606.ENSP00000278572,906.0
9606.ENSP00000267953,9606.ENSP00000296930,849.0
9606.ENSP00000268058,9606.ENSP00000296930,774.0
9606.ENSP00000268058,9606.ENSP00000269305,967.0
9606.ENSP00000268261,9606.ENSP00000290573,928.0
9606.ENSP00000268379,9606.ENSP00000299518,713.0
9606.ENSP00000268379,9606.ENSP00000281031,936.0
9606.ENSP00000268379,9606.ENSP00000274137,964.0
9606.ENSP00000268379,9606.ENSP00000290299,975.0
9606.ENSP00000268379,9606.ENSP00000292907,984.0
9606.ENSP00000268379,9606.ENSP00000296684,997.0
9606.ENSP00000268379,9606.ENSP00000299166,998.0
9606.ENSP00000268603,9606.ENSP00000268613,759.0
9606.ENSP00000268603,9606.ENSP00000269141,958.0
9606.ENSP00000268638,9606.ENSP00000286639,770.0
9606.ENSP00000268679,9606.ENSP00000294339,958.0
9606.ENSP00000269141,9606.ENSP00000293379,712.0
9606.ENSP00000269141,9606.ENSP00000269571,735.0
9606.ENSP00000269141,9606.ENSP00000275493,780.0
9606.ENSP00000269141,9606.ENSP00000274625,882.0
9606.ENSP00000269141,9606.ENSP00000282561,952.0
9606.ENSP00000269143,9606.ENSP00000297185,876.0
9606.ENSP00000269228,9606.ENSP00000287936,789.0
9606.ENSP00000269305,9606.ENSP00000290573,706.0
9606.ENSP00000269305,9606.ENSP00000280612,710.0
9606.ENSP00000269305,9606.ENSP00000284981,714.0
9606.ENSP00000269305,9606.ENSP00000274255,716.0
9606.ENSP00000269305,9606.ENSP00000295897,722.0
9606.ENSP00000269305,9606.ENSP00000296755,740.0
9606.ENSP00000269305,9606.ENSP00000287598,745.0
9606.ENSP00000269305,9606.ENSP00000290921,759.0
9606.ENSP00000269305,9606.ENSP00000275603,761.0
9606.ENSP00000269305,9606.ENSP00000278412,766.0
9606.ENSP00000269305,9606.ENSP00000295688,776.0
9606.ENSP00000269305,9606.ENSP00000292169,790.0
9606.ENSP00000269305,9606.ENSP00000288135,816.0
9606.ENSP00000269305,9606.ENSP00000296511,818.0
9606.ENSP00000269305,9606.ENSP00000299300,826.0
9606.ENSP00000269305,9606.ENSP00000280326,831.0
9606.ENSP00000269305,9606.ENSP00000295025,831.0
9606.ENSP00000269305,9606.ENSP00000281043,852.0
9606.ENSP00000269305,9606.ENSP00000274289,855.0
9606.ENSP00000269305,9606.ENSP00000278572,857.0
9606.ENSP00000269305,9606.ENSP00000276925,860.0
9606.ENSP00000269305,9606.ENSP00000289081,871.0
9606.ENSP00000269305,9606.ENSP00000293362,882.0
9606.ENSP00000269305,9606.ENSP00000290551,888.0
9606.ENSP00000269305,9606.ENSP00000285398,908.0
9606.ENSP00000269305,9606.ENSP00000295006,924.0
9606.ENSP00000269305,9606.ENSP00000281456,925.0
9606.ENSP00000269305,9606.ENSP00000269571,935.0
9606.ENSP00000269305,9606.ENSP00000286186,939.0
9606.ENSP00000269305,9606.ENSP00000275493,943.0
9606.ENSP00000269305,9606.ENSP00000287820,949.0
9606.ENSP00000269305,9606.ENSP00000298139,963.0
9606.ENSP00000269305,9606.ENSP00000293288,994.0
9606.ENSP00000269305,9606.ENSP00000296930,997.0
9606.ENSP00000269305,9606.ENSP00000297185,998.0
9606.ENSP00000269385,9606.ENSP00000287598,722.0
9606.ENSP00000269392,9606.ENSP00000270861,728.0
9606.ENSP00000269571,9606.ENSP00000272233,748.0
9606.ENSP00000269571,9606.ENSP00000296511,758.0
9606.ENSP00000269571,9606.ENSP00000299767,781.0
9606.ENSP00000269571,9606.ENSP00000274376,815.0
9606.ENSP00000269571,9606.ENSP00000273261,828.0
9606.ENSP00000269571,9606.ENSP00000274625,836.0
9606.ENSP00000269571,9606.ENSP00000274276,874.0
9606.ENSP00000269571,9606.ENSP00000275493,999.0
9606.ENSP00000269848,9606.ENSP00000290573,965.0
9606.ENSP00000270139,9606.ENSP00000280357,713.0
9606.ENSP00000270139,9606.ENSP00000296795,747.0
9606.ENSP00000270139,9606.ENSP00000296545,810.0
9606.ENSP00000270142,9606.ENSP00000278379,731.0
9606.ENSP00000270142,9606.ENSP00000284981,802.0
9606.ENSP00000270142,9606.ENSP00000296511,846.0
9606.ENSP00000270517,9606.ENSP00000299166,867.0
9606.ENSP00000270517,9606.ENSP00000281031,921.0
9606.ENSP00000270776,9606.ENSP00000294413,712.0
9606.ENSP00000270861,9606.ENSP00000288207,761.0
9606.ENSP00000270861,9606.ENSP00000298048,847.0
9606.ENSP00000270861,9606.ENSP00000296509,893.0
9606.ENSP00000270861,9606.ENSP00000287598,935.0
9606.ENSP00000270861,9606.ENSP00000287482,997.0
9606.ENSP00000271651,9606.ENSP00000285379,791.0
9606.ENSP00000271751,9606.ENSP00000291295,939.0
9606.ENSP00000272067,9606.ENSP00000280362,772.0
9606.ENSP00000272233,9606.ENSP00000286827,736.0
9606.ENSP00000272252,9606.ENSP00000294724,886.0
9606.ENSP00000272252,9606.ENSP00000290573,918.0
9606.ENSP00000272645,9606.ENSP00000293860,883.0
9606.ENSP00000272645,9606.ENSP00000299424,909.0
9606.ENSP00000272645,9606.ENSP00000296417,919.0
9606.ENSP00000272645,9606.ENSP00000278412,946.0
9606.ENSP00000272645,9606.ENSP00000285398,984.0
9606.ENSP00000272645,9606.ENSP00000292614,999.0
9606.ENSP00000272928,9606.ENSP00000292303,709.0
9606.ENSP00000272928,9606.ENSP00000299178,767.0
9606.ENSP00000272928,9606.ENSP00000275493,768.0
9606.ENSP00000272928,9606.ENSP00000290299,824.0
9606.ENSP00000273047,9606.ENSP00000274376,881.0
9606.ENSP00000273047,9606.ENSP00000275493,883.0
9606.ENSP00000273261,9606.ENSP00000275493,975.0
9606.ENSP00000274137,9606.ENSP00000290299,762.0
9606.ENSP00000274137,9606.ENSP00000292475,791.0
9606.ENSP00000274137,9606.ENSP00000292907,865.0
9606.ENSP00000274137,9606.ENSP00000299166,999.0
9606.ENSP00000274137,9606.ENSP00000281031,999.0
9606.ENSP00000274137,9606.ENSP00000296684,999.0
9606.ENSP00000274140,9606.ENSP00000290649,948.0
9606.ENSP00000274255,9606.ENSP00000281623,958.0
9606.ENSP00000274276,9606.ENSP00000279804,950.0
9606.ENSP00000274289,9606.ENSP00000279387,763.0
9606.ENSP00000274289,9606.ENSP00000296930,800.0
9606.ENSP00000274306,9606.ENSP00000296503,753.0
9606.ENSP00000274364,9606.ENSP00000291295,938.0
9606.ENSP00000274376,9606.ENSP00000286364,736.0
9606.ENSP00000274376,9606.ENSP00000298316,769.0
9606.ENSP00000274376,9606.ENSP00000298552,933.0
9606.ENSP00000274376,9606.ENSP00000276297,961.0
9606.ENSP00000274376,9606.ENSP00000289104,962.0
9606.ENSP00000274376,9606.ENSP00000275493,970.0
9606.ENSP00000274606,9606.ENSP00000278572,899.0
9606.ENSP00000274625,9606.ENSP00000295897,754.0
9606.ENSP00000274625,9606.ENSP00000288135,848.0
9606.ENSP00000274625,9606.ENSP00000275493,931.0
9606.ENSP00000274629,9606.ENSP00000286628,999.0
9606.ENSP00000274695,9606.ENSP00000276925,712.0
9606.ENSP00000274695,9606.ENSP00000282728,925.0
9606.ENSP00000274793,9606.ENSP00000284981,751.0
9606.ENSP00000275015,9606.ENSP00000295025,999.0
9606.ENSP00000275016,9606.ENSP00000297679,978.0
9606.ENSP00000275053,9606.ENSP00000278412,815.0
9606.ENSP00000275493,9606.ENSP00000296782,706.0
9606.ENSP00000275493,9606.ENSP00000296795,729.0
9606.ENSP00000275493,9606.ENSP00000296511,745.0
9606.ENSP00000275493,9606.ENSP00000299767,766.0
9606.ENSP00000275493,9606.ENSP00000278568,773.0
9606.ENSP00000275493,9606.ENSP00000293379,792.0
9606.ENSP00000275493,9606.ENSP00000296545,793.0
9606.ENSP00000275493,9606.ENSP00000296129,806.0
9606.ENSP00000275493,9606.ENSP00000295897,808.0
9606.ENSP00000275493,9606.ENSP00000287820,843.0
9606.ENSP00000275493,9606.ENSP00000298229,857.0
9606.ENSP00000275493,9606.ENSP00000291295,859.0
9606.ENSP00000275493,9606.ENSP00000284981,889.0
9606.ENSP00000275603,9606.ENSP00000285737,711.0
9606.ENSP00000275603,9606.ENSP00000297185,752.0
9606.ENSP00000275603,9606.ENSP00000281938,762.0
9606.ENSP00000275603,9606.ENSP00000279387,795.0
9606.ENSP00000275603,9606.ENSP00000298552,943.0
9606.ENSP00000275603,9606.ENSP00000286428,975.0
9606.ENSP00000275603,9606.ENSP00000280326,999.0
9606.ENSP00000275603,9606.ENSP00000295688,999.0
9606.ENSP00000275603,9606.ENSP00000299300,999.0
9606.ENSP00000276201,9606.ENSP00000293831,771.0
9606.ENSP00000276533,9606.ENSP00000278412,747.0
9606.ENSP00000276914,9606.ENSP00000287820,727.0
9606.ENSP00000277010,9606.ENSP00000297679,744.0
9606.ENSP00000277010,9606.ENSP00000297185,770.0
9606.ENSP00000277010,9606.ENSP00000279263,886.0
9606.ENSP00000277865,9606.ENSP00000299518,910.0
9606.ENSP00000278379,9606.ENSP00000280612,703.0
9606.ENSP00000278407,9606.ENSP00000295897,791.0
9606.ENSP00000278412,9606.ENSP00000296417,721.0
9606.ENSP00000278412,9606.ENSP00000292614,790.0
9606.ENSP00000278568,9606.ENSP00000286827,945.0
9606.ENSP00000278572,9606.ENSP00000284727,720.0
9606.ENSP00000278572,9606.ENSP00000295025,741.0
9606.ENSP00000278572,9606.ENSP00000280326,771.0
9606.ENSP00000278572,9606.ENSP00000296411,823.0
9606.ENSP00000278572,9606.ENSP00000299300,894.0
9606.ENSP00000278572,9606.ENSP00000290299,899.0
9606.ENSP00000278572,9606.ENSP00000293831,981.0
9606.ENSP00000278572,9606.ENSP00000296577,990.0
9606.ENSP00000279387,9606.ENSP00000299300,776.0
9606.ENSP00000279387,9606.ENSP00000295688,790.0
9606.ENSP00000279387,9606.ENSP00000280326,826.0
9606.ENSP00000280154,9606.ENSP00000293831,999.0
9606.ENSP00000280326,9606.ENSP00000285737,711.0
9606.ENSP00000280326,9606.ENSP00000290158,732.0
9606.ENSP00000280326,9606.ENSP00000281938,776.0
9606.ENSP00000280326,9606.ENSP00000298552,944.0
9606.ENSP00000280326,9606.ENSP00000286428,962.0
9606.ENSP00000280326,9606.ENSP00000295688,999.0
9606.ENSP00000280326,9606.ENSP00000299300,999.0
9606.ENSP00000280346,9606.ENSP00000299518,823.0
9606.ENSP00000280346,9606.ENSP00000285093,892.0
9606.ENSP00000280357,9606.ENSP00000292303,726.0
9606.ENSP00000280357,9606.ENSP00000296795,794.0
9606.ENSP00000280357,9606.ENSP00000296545,865.0
9606.ENSP00000280362,9606.ENSP00000299299,784.0
9606.ENSP00000280362,9606.ENSP00000281243,803.0
9606.ENSP00000280362,9606.ENSP00000290349,918.0
9606.ENSP00000280551,9606.ENSP00000294179,872.0
9606.ENSP00000280700,9606.ENSP00000290649,932.0
9606.ENSP00000280904,9606.ENSP00000282561,784.0
9606.ENSP00000281031,9606.ENSP00000292907,890.0
9606.ENSP00000281031,9606.ENSP00000299166,999.0
9606.ENSP00000281031,9606.ENSP00000296684,999.0
9606.ENSP00000281243,9606.ENSP00000299299,996.0
9606.ENSP00000281456,9606.ENSP00000293288,818.0
9606.ENSP00000281938,9606.ENSP00000298552,749.0
9606.ENSP00000281938,9606.ENSP00000295688,758.0
9606.ENSP00000281938,9606.ENSP00000299300,773.0
9606.ENSP00000282074,9606.ENSP00000298048,724.0
9606.ENSP00000282074,9606.ENSP00000288207,738.0
9606.ENSP00000282074,9606.ENSP00000296509,913.0
9606.ENSP00000282074,9606.ENSP00000287598,930.0
9606.ENSP00000282111,9606.ENSP00000290921,970.0
9606.ENSP00000282356,9606.ENSP00000297323,724.0
9606.ENSP00000282356,9606.ENSP00000291295,998.0
9606.ENSP00000282516,9606.ENSP00000297338,999.0
9606.ENSP00000282541,9606.ENSP00000291572,866.0
9606.ENSP00000282561,9606.ENSP00000291295,810.0
9606.ENSP00000282728,9606.ENSP00000294339,748.0
9606.ENSP00000282903,9606.ENSP00000297268,817.0
9606.ENSP00000283147,9606.ENSP00000289749,908.0
9606.ENSP00000284240,9606.ENSP00000294728,727.0
9606.ENSP00000284240,9606.ENSP00000297268,734.0
9606.ENSP00000284240,9606.ENSP00000288135,789.0
9606.ENSP00000284320,9606.ENSP00000285848,746.0
9606.ENSP00000284320,9606.ENSP00000297185,942.0
9606.ENSP00000284727,9606.ENSP00000299166,751.0
9606.ENSP00000284727,9606.ENSP00000290949,955.0
9606.ENSP00000284727,9606.ENSP00000290299,992.0
9606.ENSP00000284727,9606.ENSP00000292475,993.0
9606.ENSP00000284818,9606.ENSP00000296795,705.0
9606.ENSP00000284981,9606.ENSP00000295897,901.0
9606.ENSP00000284981,9606.ENSP00000296861,998.0
9606.ENSP00000284981,9606.ENSP00000294785,998.0
9606.ENSP00000285021,9606.ENSP00000285398,972.0
9606.ENSP00000285093,9606.ENSP00000293217,989.0
9606.ENSP00000285398,9606.ENSP00000296417,815.0
9606.ENSP00000285398,9606.ENSP00000298717,859.0
9606.ENSP00000285398,9606.ENSP00000292614,956.0
9606.ENSP00000285398,9606.ENSP00000299424,980.0
9606.ENSP00000285667,9606.ENSP00000299767,788.0
9606.ENSP00000285737,9606.ENSP00000299300,707.0
9606.ENSP00000285737,9606.ENSP00000295688,713.0
9606.ENSP00000285737,9606.ENSP00000294053,843.0
9606.ENSP00000285968,9606.ENSP00000290158,865.0
9606.ENSP00000286201,9606.ENSP00000287934,727.0
9606.ENSP00000286234,9606.ENSP00000296782,999.0
9606.ENSP00000286364,9606.ENSP00000289104,942.0
9606.ENSP00000286371,9606.ENSP00000297504,730.0
9606.ENSP00000286398,9606.ENSP00000288207,711.0
9606.ENSP00000286398,9606.ENSP00000296417,748.0
9606.ENSP00000286398,9606.ENSP00000296509,754.0
9606.ENSP00000286398,9606.ENSP00000297338,823.0
9606.ENSP00000286398,9606.ENSP00000299821,990.0
9606.ENSP00000286428,9606.ENSP00000295688,953.0
9606.ENSP00000286428,9606.ENSP00000299300,974.0
9606.ENSP00000286648,9606.ENSP00000299166,702.0
9606.ENSP00000286758,9606.ENSP00000293778,873.0
9606.ENSP00000286758,9606.ENSP00000292301,901.0
9606.ENSP00000286758,9606.ENSP00000292303,917.0
9606.ENSP00000286758,9606.ENSP00000296140,929.0
9606.ENSP00000286827,9606.ENSP00000298316,747.0
9606.ENSP00000286827,9606.ENSP00000289104,926.0
9606.ENSP00000287295,9606.ENSP00000293288,929.0
9606.ENSP00000287598,9606.ENSP00000298048,953.0
9606.ENSP00000287598,9606.ENSP00000288207,993.0
9606.ENSP00000287598,9606.ENSP00000296509,999.0
9606.ENSP00000287820,9606.ENSP00000293217,740.0
9606.ENSP00000287820,9606.ENSP00000297258,828.0
9606.ENSP00000287936,9606.ENSP00000295897,734.0
9606.ENSP00000287936,9606.ENSP00000290866,806.0
9606.ENSP00000287936,9606.ENSP00000290649,953.0
9606.ENSP00000288135,9606.ENSP00000294728,729.0
9606.ENSP00000288135,9606.ENSP00000296930,765.0
9606.ENSP00000288207,9606.ENSP00000297338,811.0
9606.ENSP00000288207,9606.ENSP00000296509,962.0
9606.ENSP00000288207,9606.ENSP00000298048,975.0
9606.ENSP00000288840,9606.ENSP00000290921,744.0
9606.ENSP00000289081,9606.ENSP00000299767,719.0
9606.ENSP00000289081,9606.ENSP00000298139,788.0
9606.ENSP00000289081,9606.ENSP00000290921,883.0
9606.ENSP00000289104,9606.ENSP00000296859,895.0
9606.ENSP00000289104,9606.ENSP00000290277,952.0
9606.ENSP00000289902,9606.ENSP00000296140,737.0
9606.ENSP00000289902,9606.ENSP00000296585,855.0
9606.ENSP00000290158,9606.ENSP00000299300,741.0
9606.ENSP00000290158,9606.ENSP00000296930,775.0
9606.ENSP00000290158,9606.ENSP00000297185,798.0
9606.ENSP00000290299,9606.ENSP00000299166,882.0
9606.ENSP00000290299,9606.ENSP00000296684,954.0
9606.ENSP00000290299,9606.ENSP00000292475,999.0
9606.ENSP00000290349,9606.ENSP00000290354,983.0
9606.ENSP00000290573,9606.ENSP00000293288,919.0
9606.ENSP00000290866,9606.ENSP00000291295,760.0
9606.ENSP00000290866,9606.ENSP00000295897,912.0
9606.ENSP00000291295,9606.ENSP00000295025,747.0
9606.ENSP00000291295,9606.ENSP00000294016,788.0
9606.ENSP00000291295,9606.ENSP00000292169,789.0
9606.ENSP00000291295,9606.ENSP00000295897,789.0
9606.ENSP00000291295,9606.ENSP00000299198,845.0
9606.ENSP00000291295,9606.ENSP00000299767,861.0
9606.ENSP00000291295,9606.ENSP00000297323,975.0
9606.ENSP00000292301,9606.ENSP00000294728,771.0
9606.ENSP00000292301,9606.ENSP00000293778,908.0
9606.ENSP00000292301,9606.ENSP00000296140,992.0
9606.ENSP00000292301,9606.ENSP00000292303,993.0
9606.ENSP00000292303,9606.ENSP00000293778,944.0
9606.ENSP00000292303,9606.ENSP00000296140,998.0
9606.ENSP00000292401,9606.ENSP00000295897,720.0
9606.ENSP00000292475,9606.ENSP00000299166,850.0
9606.ENSP00000292614,9606.ENSP00000293860,778.0
9606.ENSP00000292614,9606.ENSP00000299424,918.0
9606.ENSP00000292614,9606.ENSP00000296417,921.0
9606.ENSP00000292907,9606.ENSP00000296684,883.0
9606.ENSP00000292907,9606.ENSP00000299166,927.0
9606.ENSP00000293217,9606.ENSP00000295030,878.0
9606.ENSP00000293288,9606.ENSP00000295006,912.0
9606.ENSP00000293379,9606.ENSP00000294728,828.0
9606.ENSP00000293379,9606.ENSP00000297268,869.0
9606.ENSP00000293379,9606.ENSP00000295550,870.0
9606.ENSP00000293379,9606.ENSP00000296585,962.0
9606.ENSP00000293379,9606.ENSP00000296181,991.0
9606.ENSP00000293778,9606.ENSP00000296140,883.0
9606.ENSP00000293831,9606.ENSP00000297185,707.0
9606.ENSP00000293879,9606.ENSP00000298556,708.0
9606.ENSP00000293879,9606.ENSP00000297185,780.0
9606.ENSP00000294016,9606.ENSP00000297323,775.0
9606.ENSP00000294053,9606.ENSP00000298552,713.0
9606.ENSP00000294053,9606.ENSP00000296464,718.0
9606.ENSP00000294053,9606.ENSP00000299767,725.0
9606.ENSP00000294053,9606.ENSP00000297185,840.0
9606.ENSP00000294339,9606.ENSP00000294702,831.0
9606.ENSP00000295550,9606.ENSP00000296585,781.0
9606.ENSP00000295550,9606.ENSP00000296181,835.0
9606.ENSP00000295550,9606.ENSP00000297268,968.0
9606.ENSP00000295688,9606.ENSP00000298552,943.0
9606.ENSP00000295688,9606.ENSP00000299300,999.0
9606.ENSP00000295757,9606.ENSP00000296417,751.0
9606.ENSP00000295802,9606.ENSP00000296412,915.0
9606.ENSP00000295897,9606.ENSP00000296511,786.0
9606.ENSP00000296181,9606.ENSP00000297268,791.0
9606.ENSP00000296181,9606.ENSP00000296585,980.0
9606.ENSP00000296412,9606.ENSP00000297785,902.0
9606.ENSP00000296417,9606.ENSP00000297338,743.0
9606.ENSP00000296417,9606.ENSP00000299424,848.0
9606.ENSP00000296464,9606.ENSP00000299767,741.0
9606.ENSP00000296464,9606.ENSP00000297185,819.0
9606.ENSP00000296509,9606.ENSP00000298048,946.0
9606.ENSP00000296557,9606.ENSP00000298316,914.0
9606.ENSP00000296585,9606.ENSP00000297268,973.0
9606.ENSP00000296684,9606.ENSP00000299697,737.0
9606.ENSP00000296684,9606.ENSP00000299166,999.0
9606.ENSP00000296782,9606.ENSP00000298552,755.0
9606.ENSP00000297185,9606.ENSP00000299300,768.0
9606.ENSP00000297185,9606.ENSP00000299767,969.0
9606.ENSP00000298552,9606.ENSP00000299300,943.0
9606.ENSP00000299300,9606.ENSP00000299767,744.0
9606.ENSP00000299855,9606.ENSP00000305651,702.0
9606.ENSP00000299855,9606.ENSP00000306512,821.0
9606.ENSP00000299855,9606.ENSP00000323929,877.0
9606.ENSP00000299855,9606.ENSP00000322788,985.0
9606.ENSP00000300026,9606.ENSP00000324173,955.0
9606.ENSP00000300026,9606.ENSP00000320866,987.0
9606.ENSP00000300056,9606.ENSP00000315680,821.0
9606.ENSP00000300056,9606.ENSP00000303511,843.0
9606.ENSP00000300060,9606.ENSP00000310036,878.0
9606.ENSP00000300060,9606.ENSP00000312027,964.0
9606.ENSP00000300093,9606.ENSP00000307288,750.0
9606.ENSP00000300093,9606.ENSP00000310520,769.0
9606.ENSP00000300093,9606.ENSP00000309591,819.0
9606.ENSP00000300093,9606.ENSP00000317902,834.0
9606.ENSP00000300093,9606.ENSP00000306330,837.0
9606.ENSP00000300093,9606.ENSP00000323421,924.0
9606.ENSP00000300093,9606.ENSP00000313950,939.0
9606.ENSP00000300093,9606.ENSP00000323300,942.0
9606.ENSP00000300093,9606.ENSP00000300403,944.0
9606.ENSP00000300093,9606.ENSP00000303706,975.0
9606.ENSP00000300093,9606.ENSP00000301633,980.0
9606.ENSP00000300093,9606.ENSP00000302530,996.0
9606.ENSP00000300131,9606.ENSP00000318486,769.0
9606.ENSP00000300131,9606.ENSP00000318057,964.0
9606.ENSP00000300175,9606.ENSP00000308024,786.0
9606.ENSP00000300175,9606.ENSP00000304133,865.0
9606.ENSP00000300291,9606.ENSP00000300413,710.0
9606.ENSP00000300291,9606.ENSP00000325377,885.0
9606.ENSP00000300291,9606.ENSP00000315791,902.0
9606.ENSP00000300305,9606.ENSP00000320147,703.0
9606.ENSP00000300305,9606.ENSP00000310036,724.0
9606.ENSP00000300305,9606.ENSP00000306245,737.0
9606.ENSP00000300305,9606.ENSP00000301067,758.0
9606.ENSP00000300305,9606.ENSP00000305422,972.0
9606.ENSP00000300403,9606.ENSP00000305480,709.0
9606.ENSP00000300403,9606.ENSP00000323300,854.0
9606.ENSP00000300403,9606.ENSP00000313950,940.0
9606.ENSP00000300403,9606.ENSP00000324020,948.0
9606.ENSP00000300403,9606.ENSP00000301633,952.0
9606.ENSP00000300403,9606.ENSP00000302530,958.0
9606.ENSP00000300413,9606.ENSP00000310596,802.0
9606.ENSP00000300413,9606.ENSP00000321706,939.0
9606.ENSP00000300413,9606.ENSP00000319169,991.0
9606.ENSP00000300413,9606.ENSP00000324122,998.0
9606.ENSP00000300413,9606.ENSP00000305790,998.0
9606.ENSP00000300413,9606.ENSP00000315379,999.0
9606.ENSP00000300527,9606.ENSP00000325527,750.0
9606.ENSP00000300527,9606.ENSP00000315190,781.0
9606.ENSP00000300527,9606.ENSP00000325146,793.0
9606.ENSP00000300527,9606.ENSP00000304408,894.0
9606.ENSP00000300589,9606.ENSP00000318822,708.0
9606.ENSP00000300589,9606.ENSP00000312082,828.0
9606.ENSP00000300688,9606.ENSP00000301457,853.0
9606.ENSP00000300688,9606.ENSP00000309565,889.0
9606.ENSP00000300688,9606.ENSP00000317780,912.0
9606.ENSP00000300688,9606.ENSP00000306003,999.0
9606.ENSP00000300688,9606.ENSP00000301587,999.0
9606.ENSP00000300692,9606.ENSP00000324890,704.0
9606.ENSP00000300692,9606.ENSP00000319476,801.0
9606.ENSP00000300692,9606.ENSP00000306157,846.0
9606.ENSP00000300738,9606.ENSP00000313007,752.0
9606.ENSP00000300738,9606.ENSP00000305480,766.0
9606.ENSP00000300738,9606.ENSP00000322524,917.0
9606.ENSP00000300738,9606.ENSP00000307288,921.0
9606.ENSP00000300738,9606.ENSP00000307674,924.0
9606.ENSP00000300738,9606.ENSP00000320171,928.0
9606.ENSP00000300738,9606.ENSP00000304802,975.0
9606.ENSP00000300738,9606.ENSP00000315644,976.0
9606.ENSP00000301012,9606.ENSP00000322706,948.0
9606.ENSP00000301149,9606.ENSP00000302177,843.0
9606.ENSP00000301149,9606.ENSP00000314036,864.0
