"protein1","protein2","combined_score"
"9606.ENSP00000220659","9606.ENSP00000385725",750
"9606.ENSP00000220659","9606.ENSP00000498469",729
"9606.ENSP00000220659","9606.ENSP00000496044",863
"9606.ENSP00000220659","9606.ENSP00000478303",758
"9606.ENSP00000220659","9606.ENSP00000319597",724
"9606.ENSP00000220659","9606.ENSP00000342889",835
"9606.ENSP00000220751","9606.ENSP00000359424",943
"9606.ENSP00000220751","9606.ENSP00000398698",703
"9606.ENSP00000220751","9606.ENSP00000263341",735
"9606.ENSP00000220751","9606.ENSP00000337383",861
"9606.ENSP00000220751","9606.ENSP00000430684",942
"9606.ENSP00000220751","9606.ENSP00000226574",767
"9606.ENSP00000220751","9606.ENSP00000229795",802
"9606.ENSP00000220751","9606.ENSP00000247668",988
"9606.ENSP00000220751","9606.ENSP00000433138",849
"9606.ENSP00000220751","9606.ENSP00000316176",734
"9606.ENSP00000220751","9606.ENSP00000360242",999
"9606.ENSP00000220751","9606.ENSP00000259808",711
"9606.ENSP00000220751","9606.ENSP00000260010",799
"9606.ENSP00000220751","9606.ENSP00000222823",999
"9606.ENSP00000220751","9606.ENSP00000335153",938
"9606.ENSP00000220751","9606.ENSP00000477613",993
"9606.ENSP00000220751","9606.ENSP00000360609",928
"9606.ENSP00000220751","9606.ENSP00000162749",706
"9606.ENSP00000220751","9606.ENSP00000483825",993
"9606.ENSP00000220751","9606.ENSP00000315112",956
"9606.ENSP00000220751","9606.ENSP00000394560",928
"9606.ENSP00000220751","9606.ENSP00000358335",882
"9606.ENSP00000220751","9606.ENSP00000348632",934
"9606.ENSP00000220751","9606.ENSP00000263464",988
"9606.ENSP00000220751","9606.ENSP00000354837",948
"9606.ENSP00000220751","9606.ENSP00000481570",962
"9606.ENSP00000220751","9606.ENSP00000312455",799
"9606.ENSP00000220751","9606.ENSP00000378974",932
"9606.ENSP00000220751","9606.ENSP00000299767",917
"9606.ENSP00000220751","9606.ENSP00000262395",733
"9606.ENSP00000220751","9606.ENSP00000300589",999
"9606.ENSP00000220751","9606.ENSP00000498321",712
"9606.ENSP00000220764","9606.ENSP00000380070",726
"9606.ENSP00000220764","9606.ENSP00000377536",835
"9606.ENSP00000220764","9606.ENSP00000379503",730
"9606.ENSP00000220764","9606.ENSP00000325136",736
"9606.ENSP00000220764","9606.ENSP00000359871",755
"9606.ENSP00000220764","9606.ENSP00000301729",736
"9606.ENSP00000220764","9606.ENSP00000411960",708
"9606.ENSP00000220772","9606.ENSP00000380379",915
"9606.ENSP00000220772","9606.ENSP00000233948",918
"9606.ENSP00000220772","9606.ENSP00000005340",706
"9606.ENSP00000220772","9606.ENSP00000264634",963
"9606.ENSP00000220772","9606.ENSP00000220812",771
"9606.ENSP00000220772","9606.ENSP00000285018",930
"9606.ENSP00000220772","9606.ENSP00000287934",719
"9606.ENSP00000220772","9606.ENSP00000381775",925
"9606.ENSP00000220772","9606.ENSP00000286201",769
"9606.ENSP00000220772","9606.ENSP00000323901",938
"9606.ENSP00000220772","9606.ENSP00000363081",883
"9606.ENSP00000220772","9606.ENSP00000363826",768
"9606.ENSP00000220772","9606.ENSP00000434034",742
"9606.ENSP00000220772","9606.ENSP00000265441",928
"9606.ENSP00000220772","9606.ENSP00000293549",981
"9606.ENSP00000220772","9606.ENSP00000354607",728
"9606.ENSP00000220772","9606.ENSP00000495360",874
"9606.ENSP00000220772","9606.ENSP00000222462",906
"9606.ENSP00000220809","9606.ENSP00000380432",727
"9606.ENSP00000220809","9606.ENSP00000498441",880
"9606.ENSP00000220809","9606.ENSP00000262768",751
"9606.ENSP00000220809","9606.ENSP00000262304",712
"9606.ENSP00000220809","9606.ENSP00000233156",788
"9606.ENSP00000220809","9606.ENSP00000415786",878
"9606.ENSP00000220809","9606.ENSP00000011653",942
"9606.ENSP00000220809","9606.ENSP00000368683",739
"9606.ENSP00000220809","9606.ENSP00000414303",757
"9606.ENSP00000220809","9606.ENSP00000334145",932
"9606.ENSP00000220809","9606.ENSP00000357801",987
"9606.ENSP00000220809","9606.ENSP00000346032",997
"9606.ENSP00000220809","9606.ENSP00000263686",783
"9606.ENSP00000220809","9606.ENSP00000385675",737
"9606.ENSP00000220809","9606.ENSP00000422464",805
"9606.ENSP00000220809","9606.ENSP00000265171",762
"9606.ENSP00000220809","9606.ENSP00000346839",867
"9606.ENSP00000220809","9606.ENSP00000356671",914
"9606.ENSP00000220809","9606.ENSP00000299855",837
"9606.ENSP00000220809","9606.ENSP00000294728",756
"9606.ENSP00000220809","9606.ENSP00000261405",934
"9606.ENSP00000220809","9606.ENSP00000345672",715
"9606.ENSP00000220809","9606.ENSP00000232003",703
"9606.ENSP00000220809","9606.ENSP00000333203",806
"9606.ENSP00000220809","9606.ENSP00000361405",893
"9606.ENSP00000220809","9606.ENSP00000339328",851
"9606.ENSP00000220809","9606.ENSP00000361850",837
"9606.ENSP00000220809","9606.ENSP00000226218",881
"9606.ENSP00000220809","9606.ENSP00000484343",731
"9606.ENSP00000220809","9606.ENSP00000255030",723
"9606.ENSP00000220809","9606.ENSP00000181383",920
"9606.ENSP00000220809","9606.ENSP00000308938",998
"9606.ENSP00000220809","9606.ENSP00000243077",987
"9606.ENSP00000220809","9606.ENSP00000366307",913
"9606.ENSP00000220809","9606.ENSP00000401645",989
"9606.ENSP00000220809","9606.ENSP00000223095",999
"9606.ENSP00000220812","9606.ENSP00000233948",949
"9606.ENSP00000220812","9606.ENSP00000380379",778
"9606.ENSP00000220812","9606.ENSP00000220772",771
"9606.ENSP00000220812","9606.ENSP00000264634",833
"9606.ENSP00000220812","9606.ENSP00000285018",798
"9606.ENSP00000220812","9606.ENSP00000265441",872
"9606.ENSP00000220812","9606.ENSP00000363081",927
"9606.ENSP00000220812","9606.ENSP00000363826",787
"9606.ENSP00000220812","9606.ENSP00000293549",834
"9606.ENSP00000220812","9606.ENSP00000495360",703
"9606.ENSP00000220812","9606.ENSP00000222462",781
"9606.ENSP00000221130","9606.ENSP00000369314",980
"9606.ENSP00000221130","9606.ENSP00000377192",932
"9606.ENSP00000221130","9606.ENSP00000307241",842
"9606.ENSP00000221130","9606.ENSP00000346103",980
"9606.ENSP00000221130","9606.ENSP00000358931",727
"9606.ENSP00000221130","9606.ENSP00000363641",916
"9606.ENSP00000221130","9606.ENSP00000342026",964
"9606.ENSP00000221130","9606.ENSP00000380252",930
"9606.ENSP00000221130","9606.ENSP00000354357",929
"9606.ENSP00000221130","9606.ENSP00000328137",717
"9606.ENSP00000221130","9606.ENSP00000307786",721
"9606.ENSP00000221130","9606.ENSP00000359258",799
"9606.ENSP00000221130","9606.ENSP00000227868",780
"9606.ENSP00000221130","9606.ENSP00000365770",708
"9606.ENSP00000221130","9606.ENSP00000371388",722
"9606.ENSP00000221130","9606.ENSP00000390265",776
"9606.ENSP00000221130","9606.ENSP00000265462",787
"9606.ENSP00000221130","9606.ENSP00000318351",831
"9606.ENSP00000221130","9606.ENSP00000358851",923
"9606.ENSP00000221130","9606.ENSP00000423822",997
"9606.ENSP00000221130","9606.ENSP00000270142",744
"9606.ENSP00000221130","9606.ENSP00000319788",835
"9606.ENSP00000221130","9606.ENSP00000379512",936
"9606.ENSP00000221130","9606.ENSP00000495750",961
"9606.ENSP00000221130","9606.ENSP00000374265",997
"9606.ENSP00000221130","9606.ENSP00000497806",721
"9606.ENSP00000221130","9606.ENSP00000497574",874
"9606.ENSP00000221130","9606.ENSP00000368727",733
"9606.ENSP00000221130","9606.ENSP00000377446",720
"9606.ENSP00000221130","9606.ENSP00000356864",929
"9606.ENSP00000221130","9606.ENSP00000356410",798
"9606.ENSP00000221130","9606.ENSP00000262746",703
"9606.ENSP00000221130","9606.ENSP00000484644",908
"9606.ENSP00000221130","9606.ENSP00000211122",933
"9606.ENSP00000221130","9606.ENSP00000287295",780
"9606.ENSP00000221130","9606.ENSP00000362463",779
"9606.ENSP00000221130","9606.ENSP00000216117",761
"9606.ENSP00000221130","9606.ENSP00000280346",790
"9606.ENSP00000221130","9606.ENSP00000388183",707
"9606.ENSP00000221130","9606.ENSP00000311469",945
"9606.ENSP00000221130","9606.ENSP00000342056",836
"9606.ENSP00000221130","9606.ENSP00000290765",933
"9606.ENSP00000221130","9606.ENSP00000421725",702
"9606.ENSP00000221130","9606.ENSP00000373477",996
"9606.ENSP00000221130","9606.ENSP00000391481",751
"9606.ENSP00000221130","9606.ENSP00000354677",997
"9606.ENSP00000221130","9606.ENSP00000331897",733
"9606.ENSP00000221130","9606.ENSP00000269980",771
"9606.ENSP00000221130","9606.ENSP00000358727",961
"9606.ENSP00000221130","9606.ENSP00000335304",778
"9606.ENSP00000221130","9606.ENSP00000241337",941
"9606.ENSP00000221130","9606.ENSP00000270776",804
"9606.ENSP00000221130","9606.ENSP00000359151",772
"9606.ENSP00000221130","9606.ENSP00000446252",814
"9606.ENSP00000221138","9606.ENSP00000300093",784
"9606.ENSP00000221138","9606.ENSP00000409581",817
"9606.ENSP00000221138","9606.ENSP00000355533",900
"9606.ENSP00000221138","9606.ENSP00000384273",935
"9606.ENSP00000221138","9606.ENSP00000164133",966
"9606.ENSP00000221138","9606.ENSP00000500582",717
"9606.ENSP00000221138","9606.ENSP00000269305",714
"9606.ENSP00000221138","9606.ENSP00000280326",994
"9606.ENSP00000221138","9606.ENSP00000372042",977
"9606.ENSP00000221138","9606.ENSP00000341838",904
"9606.ENSP00000221138","9606.ENSP00000279387",885
"9606.ENSP00000221138","9606.ENSP00000361540",851
"9606.ENSP00000221138","9606.ENSP00000349124",945
"9606.ENSP00000221138","9606.ENSP00000391090",764
"9606.ENSP00000221138","9606.ENSP00000275603",994
"9606.ENSP00000221138","9606.ENSP00000226574",918
"9606.ENSP00000221138","9606.ENSP00000496129",915
"9606.ENSP00000221138","9606.ENSP00000381185",904
"9606.ENSP00000221138","9606.ENSP00000358997",912
"9606.ENSP00000221138","9606.ENSP00000479889",908
"9606.ENSP00000221138","9606.ENSP00000263431",907
"9606.ENSP00000221138","9606.ENSP00000351905",926
"9606.ENSP00000221138","9606.ENSP00000234310",918
"9606.ENSP00000221138","9606.ENSP00000408695",920
"9606.ENSP00000221138","9606.ENSP00000354837",719
"9606.ENSP00000221138","9606.ENSP00000215832",954
"9606.ENSP00000221138","9606.ENSP00000434614",746
"9606.ENSP00000221138","9606.ENSP00000311344",999
"9606.ENSP00000221138","9606.ENSP00000299300",994
"9606.ENSP00000221138","9606.ENSP00000377958",994
"9606.ENSP00000221138","9606.ENSP00000258091",994
"9606.ENSP00000221138","9606.ENSP00000451828",736
"9606.ENSP00000221138","9606.ENSP00000263918",998
"9606.ENSP00000221138","9606.ENSP00000268459",734
"9606.ENSP00000221138","9606.ENSP00000282412",794
"9606.ENSP00000221138","9606.ENSP00000295688",994
"9606.ENSP00000221138","9606.ENSP00000317334",995
"9606.ENSP00000221138","9606.ENSP00000346671",726
"9606.ENSP00000221138","9606.ENSP00000377036",917
"9606.ENSP00000221138","9606.ENSP00000419465",903
"9606.ENSP00000221138","9606.ENSP00000403701",820
"9606.ENSP00000221138","9606.ENSP00000375892",710
"9606.ENSP00000221233","9606.ENSP00000359939",999
"9606.ENSP00000221233","9606.ENSP00000259239",868
"9606.ENSP00000221233","9606.ENSP00000405068",735
"9606.ENSP00000221233","9606.ENSP00000417401",740
"9606.ENSP00000221233","9606.ENSP00000384302",897
"9606.ENSP00000221233","9606.ENSP00000244230",721
"9606.ENSP00000221233","9606.ENSP00000400646",973
"9606.ENSP00000221233","9606.ENSP00000368984",999
"9606.ENSP00000221233","9606.ENSP00000366135",999
"9606.ENSP00000221233","9606.ENSP00000261637",818
"9606.ENSP00000221233","9606.ENSP00000232888",848
"9606.ENSP00000221233","9606.ENSP00000375632",717
"9606.ENSP00000221233","9606.ENSP00000363929",810
"9606.ENSP00000221233","9606.ENSP00000371169",880
"9606.ENSP00000221233","9606.ENSP00000361433",999
"9606.ENSP00000221233","9606.ENSP00000387911",807
"9606.ENSP00000221233","9606.ENSP00000230340",828
"9606.ENSP00000221233","9606.ENSP00000265564",999
"9606.ENSP00000221233","9606.ENSP00000315476",999
"9606.ENSP00000221233","9606.ENSP00000328854",807
"9606.ENSP00000221233","9606.ENSP00000326981",904
"9606.ENSP00000221233","9606.ENSP00000352678",910
"9606.ENSP00000221233","9606.ENSP00000221801",789
"9606.ENSP00000221233","9606.ENSP00000370589",809
"9606.ENSP00000221233","9606.ENSP00000263657",815
"9606.ENSP00000221233","9606.ENSP00000374354",999
"9606.ENSP00000221233","9606.ENSP00000373715",739
"9606.ENSP00000221233","9606.ENSP00000230640",999
"9606.ENSP00000221418","9606.ENSP00000343657",773
"9606.ENSP00000221418","9606.ENSP00000411960",954
"9606.ENSP00000221418","9606.ENSP00000360569",818
"9606.ENSP00000221418","9606.ENSP00000293217",834
"9606.ENSP00000221418","9606.ENSP00000474560",892
"9606.ENSP00000221418","9606.ENSP00000369461",875
"9606.ENSP00000221418","9606.ENSP00000391601",901
"9606.ENSP00000221418","9606.ENSP00000285093",744
"9606.ENSP00000221418","9606.ENSP00000438689",729
"9606.ENSP00000221452","9606.ENSP00000263464",717
"9606.ENSP00000221452","9606.ENSP00000325663",832
"9606.ENSP00000221452","9606.ENSP00000361359",934
"9606.ENSP00000221452","9606.ENSP00000228918",875
"9606.ENSP00000221452","9606.ENSP00000498321",766
"9606.ENSP00000221452","9606.ENSP00000216797",995
"9606.ENSP00000221452","9606.ENSP00000295025",998
"9606.ENSP00000221452","9606.ENSP00000481570",713
"9606.ENSP00000221452","9606.ENSP00000321203",751
"9606.ENSP00000221452","9606.ENSP00000483825",850
"9606.ENSP00000221452","9606.ENSP00000275015",996
"9606.ENSP00000221452","9606.ENSP00000164227",959
"9606.ENSP00000221452","9606.ENSP00000358983",999
"9606.ENSP00000221452","9606.ENSP00000312988",993
"9606.ENSP00000221452","9606.ENSP00000384273",999
"9606.ENSP00000221452","9606.ENSP00000320147",801
"9606.ENSP00000221452","9606.ENSP00000354394",726
"9606.ENSP00000221452","9606.ENSP00000430684",886
"9606.ENSP00000221452","9606.ENSP00000263932",745
"9606.ENSP00000221452","9606.ENSP00000359424",995
"9606.ENSP00000221452","9606.ENSP00000398698",749
"9606.ENSP00000221452","9606.ENSP00000410481",828
"9606.ENSP00000221452","9606.ENSP00000226574",999
"9606.ENSP00000221452","9606.ENSP00000265709",748
"9606.ENSP00000221476","9606.ENSP00000361636",767
"9606.ENSP00000221476","9606.ENSP00000370975",767
"9606.ENSP00000221476","9606.ENSP00000347507",862
"9606.ENSP00000221476","9606.ENSP00000380367",861
"9606.ENSP00000221476","9606.ENSP00000324105",843
"9606.ENSP00000221476","9606.ENSP00000307280",928
"9606.ENSP00000221476","9606.ENSP00000404203",866
"9606.ENSP00000221476","9606.ENSP00000299198",996
"9606.ENSP00000221476","9606.ENSP00000352835",789
"9606.ENSP00000221476","9606.ENSP00000431813",815
"9606.ENSP00000221476","9606.ENSP00000226207",815
"9606.ENSP00000221476","9606.ENSP00000291295",832
"9606.ENSP00000221476","9606.ENSP00000352272",709
"9606.ENSP00000221476","9606.ENSP00000403536",945
"9606.ENSP00000221476","9606.ENSP00000435380",816
"9606.ENSP00000221476","9606.ENSP00000371336",747
"9606.ENSP00000221476","9606.ENSP00000228841",916
"9606.ENSP00000221476","9606.ENSP00000325239",908
"9606.ENSP00000221476","9606.ENSP00000355645",855
"9606.ENSP00000221480","9606.ENSP00000358312",997
"9606.ENSP00000221480","9606.ENSP00000357051",816
"9606.ENSP00000221480","9606.ENSP00000295030",837
"9606.ENSP00000221480","9606.ENSP00000300056",997
"9606.ENSP00000221480","9606.ENSP00000349016",727
"9606.ENSP00000221480","9606.ENSP00000241041",728
"9606.ENSP00000221480","9606.ENSP00000303511",708
"9606.ENSP00000221480","9606.ENSP00000315680",705
"9606.ENSP00000221480","9606.ENSP00000482609",744
"9606.ENSP00000221480","9606.ENSP00000391601",703
"9606.ENSP00000221486","9606.ENSP00000484105",848
"9606.ENSP00000221486","9606.ENSP00000362334",770
"9606.ENSP00000221486","9606.ENSP00000055077",734
"9606.ENSP00000221486","9606.ENSP00000322570",861
"9606.ENSP00000221486","9606.ENSP00000354522",780
"9606.ENSP00000221486","9606.ENSP00000376272",728
"9606.ENSP00000221486","9606.ENSP00000493712",739
"9606.ENSP00000221486","9606.ENSP00000216122",835
"9606.ENSP00000221486","9606.ENSP00000315644",851
"9606.ENSP00000221486","9606.ENSP00000264156",743
"9606.ENSP00000221486","9606.ENSP00000265056",732
"9606.ENSP00000221486","9606.ENSP00000368358",759
"9606.ENSP00000221486","9606.ENSP00000480987",736
"9606.ENSP00000221486","9606.ENSP00000472445",713
"9606.ENSP00000221486","9606.ENSP00000350491",853
"9606.ENSP00000221486","9606.ENSP00000368458",943
"9606.ENSP00000221486","9606.ENSP00000305480",902
"9606.ENSP00000221486","9606.ENSP00000369411",748
"9606.ENSP00000221486","9606.ENSP00000411532",753
"9606.ENSP00000221486","9606.ENSP00000307288",863
"9606.ENSP00000221486","9606.ENSP00000493536",967
"9606.ENSP00000221486","9606.ENSP00000355506",826
"9606.ENSP00000221486","9606.ENSP00000357459",754
"9606.ENSP00000221496","9606.ENSP00000401907",891
"9606.ENSP00000221496","9606.ENSP00000328181",912
"9606.ENSP00000221496","9606.ENSP00000289749",910
"9606.ENSP00000221496","9606.ENSP00000363708",885
"9606.ENSP00000221496","9606.ENSP00000416606",729
"9606.ENSP00000221496","9606.ENSP00000245479",920
"9606.ENSP00000221496","9606.ENSP00000376637",702
"9606.ENSP00000221496","9606.ENSP00000361107",956
"9606.ENSP00000221496","9606.ENSP00000358903",705
"9606.ENSP00000221496","9606.ENSP00000498748",712
"9606.ENSP00000221496","9606.ENSP00000405004",964
"9606.ENSP00000221496","9606.ENSP00000371711",847
"9606.ENSP00000221515","9606.ENSP00000398698",857
"9606.ENSP00000221515","9606.ENSP00000263341",717
"9606.ENSP00000221515","9606.ENSP00000349616",869
"9606.ENSP00000221515","9606.ENSP00000335074",839
"9606.ENSP00000221515","9606.ENSP00000306512",740
"9606.ENSP00000221515","9606.ENSP00000361883",963
"9606.ENSP00000221515","9606.ENSP00000360522",763
"9606.ENSP00000221515","9606.ENSP00000222553",916
"9606.ENSP00000221515","9606.ENSP00000380432",886
"9606.ENSP00000221515","9606.ENSP00000225275",757
"9606.ENSP00000221515","9606.ENSP00000236826",747
"9606.ENSP00000221515","9606.ENSP00000223095",774
"9606.ENSP00000221515","9606.ENSP00000225831",712
"9606.ENSP00000221515","9606.ENSP00000468253",905
"9606.ENSP00000221515","9606.ENSP00000312652",932
"9606.ENSP00000221515","9606.ENSP00000341785",795
"9606.ENSP00000221515","9606.ENSP00000287820",858
"9606.ENSP00000221515","9606.ENSP00000368880",825
"9606.ENSP00000221515","9606.ENSP00000255030",771
"9606.ENSP00000221515","9606.ENSP00000389814",967
"9606.ENSP00000221515","9606.ENSP00000385675",809
"9606.ENSP00000221515","9606.ENSP00000052754",887
"9606.ENSP00000221700","9606.ENSP00000440689",947
"9606.ENSP00000221700","9606.ENSP00000369530",914
"9606.ENSP00000221700","9606.ENSP00000419970",940
"9606.ENSP00000221700","9606.ENSP00000360958",915
"9606.ENSP00000221700","9606.ENSP00000293761",916
"9606.ENSP00000221700","9606.ENSP00000228740",920
"9606.ENSP00000221700","9606.ENSP00000356438",942
"9606.ENSP00000221700","9606.ENSP00000342007",707
"9606.ENSP00000221700","9606.ENSP00000360247",951
"9606.ENSP00000221700","9606.ENSP00000311095",919
"9606.ENSP00000221700","9606.ENSP00000497784",929
"9606.ENSP00000221801","9606.ENSP00000411010",984
"9606.ENSP00000221801","9606.ENSP00000258091",738
"9606.ENSP00000221801","9606.ENSP00000268661",835
"9606.ENSP00000221801","9606.ENSP00000278572",812
"9606.ENSP00000221801","9606.ENSP00000261637",995
"9606.ENSP00000221801","9606.ENSP00000346050",986
"9606.ENSP00000221801","9606.ENSP00000371169",986
"9606.ENSP00000221801","9606.ENSP00000395590",796
"9606.ENSP00000221801","9606.ENSP00000346120",874
"9606.ENSP00000221801","9606.ENSP00000253237",763
"9606.ENSP00000221801","9606.ENSP00000354522",717
"9606.ENSP00000221801","9606.ENSP00000361433",716
"9606.ENSP00000221801","9606.ENSP00000385958",988
"9606.ENSP00000221801","9606.ENSP00000295897",728
"9606.ENSP00000221801","9606.ENSP00000355890",868
"9606.ENSP00000221801","9606.ENSP00000232888",999
"9606.ENSP00000221801","9606.ENSP00000375632",990
"9606.ENSP00000221801","9606.ENSP00000371858",968
"9606.ENSP00000221801","9606.ENSP00000387365",741
"9606.ENSP00000221801","9606.ENSP00000405068",975
"9606.ENSP00000221801","9606.ENSP00000359939",739
"9606.ENSP00000221801","9606.ENSP00000259239",993
"9606.ENSP00000221801","9606.ENSP00000314348",764
"9606.ENSP00000221801","9606.ENSP00000497641",719
"9606.ENSP00000221801","9606.ENSP00000368984",752
"9606.ENSP00000221801","9606.ENSP00000355011",746
"9606.ENSP00000221801","9606.ENSP00000366135",987
"9606.ENSP00000221801","9606.ENSP00000296930",921
"9606.ENSP00000221801","9606.ENSP00000451291",739
"9606.ENSP00000221801","9606.ENSP00000318195",997
"9606.ENSP00000221801","9606.ENSP00000419851",731
"9606.ENSP00000221801","9606.ENSP00000395772",883
"9606.ENSP00000221801","9606.ENSP00000240316",947
"9606.ENSP00000221801","9606.ENSP00000274606",998
"9606.ENSP00000221801","9606.ENSP00000483001",776
"9606.ENSP00000221801","9606.ENSP00000244230",998
"9606.ENSP00000221801","9606.ENSP00000384302",997
"9606.ENSP00000221801","9606.ENSP00000469613",788
"9606.ENSP00000221801","9606.ENSP00000221233",789
"9606.ENSP00000221801","9606.ENSP00000369757",994
"9606.ENSP00000221801","9606.ENSP00000465213",801
"9606.ENSP00000221801","9606.ENSP00000319169",787
"9606.ENSP00000221801","9606.ENSP00000341885",878
"9606.ENSP00000221801","9606.ENSP00000385410",997
"9606.ENSP00000221801","9606.ENSP00000358563",999
"9606.ENSP00000221801","9606.ENSP00000446184",721
"9606.ENSP00000221801","9606.ENSP00000363944",700
"9606.ENSP00000221801","9606.ENSP00000374354",747
"9606.ENSP00000221801","9606.ENSP00000230640",856
"9606.ENSP00000221801","9606.ENSP00000472985",994
"9606.ENSP00000221801","9606.ENSP00000412566",701
"9606.ENSP00000221801","9606.ENSP00000254940",893
"9606.ENSP00000221801","9606.ENSP00000370589",999
"9606.ENSP00000221801","9606.ENSP00000302886",738
"9606.ENSP00000221801","9606.ENSP00000496044",816
"9606.ENSP00000221801","9606.ENSP00000263657",968
"9606.ENSP00000221801","9606.ENSP00000346725",874
"9606.ENSP00000221801","9606.ENSP00000470972",986
"9606.ENSP00000221801","9606.ENSP00000315476",753
"9606.ENSP00000221801","9606.ENSP00000336741",939
"9606.ENSP00000221801","9606.ENSP00000225698",773
"9606.ENSP00000221801","9606.ENSP00000363745",774
"9606.ENSP00000221801","9606.ENSP00000230050",941
"9606.ENSP00000221801","9606.ENSP00000230340",995
"9606.ENSP00000221801","9606.ENSP00000460871",948
"9606.ENSP00000221801","9606.ENSP00000265564",756
"9606.ENSP00000221801","9606.ENSP00000263239",854
"9606.ENSP00000221801","9606.ENSP00000326981",988
"9606.ENSP00000221801","9606.ENSP00000473172",794
"9606.ENSP00000221801","9606.ENSP00000331019",742
"9606.ENSP00000221801","9606.ENSP00000384952",769
"9606.ENSP00000221801","9606.ENSP00000403172",766
"9606.ENSP00000221801","9606.ENSP00000364320",898
"9606.ENSP00000221801","9606.ENSP00000328854",992
"9606.ENSP00000221847","9606.ENSP00000247461",926
"9606.ENSP00000221847","9606.ENSP00000354394",792
"9606.ENSP00000221847","9606.ENSP00000351255",752
"9606.ENSP00000221847","9606.ENSP00000303231",985
"9606.ENSP00000221847","9606.ENSP00000262345",745
"9606.ENSP00000221847","9606.ENSP00000370698",963
"9606.ENSP00000221847","9606.ENSP00000263379",990
"9606.ENSP00000221859","9606.ENSP00000359531",997
"9606.ENSP00000221859","9606.ENSP00000296417",930
"9606.ENSP00000221859","9606.ENSP00000278412",898
"9606.ENSP00000221859","9606.ENSP00000301788",999
"9606.ENSP00000221859","9606.ENSP00000473290",904
"9606.ENSP00000221859","9606.ENSP00000265963",967
"9606.ENSP00000221859","9606.ENSP00000342374",811
"9606.ENSP00000221859","9606.ENSP00000302478",880
"9606.ENSP00000221859","9606.ENSP00000225504",998
"9606.ENSP00000221859","9606.ENSP00000355051",900
"9606.ENSP00000221859","9606.ENSP00000364589",899
"9606.ENSP00000221859","9606.ENSP00000377969",999
"9606.ENSP00000221859","9606.ENSP00000375809",973
"9606.ENSP00000221859","9606.ENSP00000331111",850
"9606.ENSP00000221859","9606.ENSP00000299424",928
"9606.ENSP00000221859","9606.ENSP00000263974",921
"9606.ENSP00000221859","9606.ENSP00000265038",919
"9606.ENSP00000221859","9606.ENSP00000261245",968
"9606.ENSP00000221859","9606.ENSP00000379372",966
"9606.ENSP00000221859","9606.ENSP00000367034",882
"9606.ENSP00000221859","9606.ENSP00000339495",948
"9606.ENSP00000221859","9606.ENSP00000293860",846
"9606.ENSP00000221859","9606.ENSP00000342889",999
"9606.ENSP00000221859","9606.ENSP00000364578",791
"9606.ENSP00000221859","9606.ENSP00000219252",999
"9606.ENSP00000221859","9606.ENSP00000478303",999
"9606.ENSP00000221859","9606.ENSP00000216225",911
"9606.ENSP00000221859","9606.ENSP00000496044",849
"9606.ENSP00000221859","9606.ENSP00000301764",907
"9606.ENSP00000221859","9606.ENSP00000440100",845
"9606.ENSP00000221859","9606.ENSP00000272645",999
"9606.ENSP00000221859","9606.ENSP00000470252",998
"9606.ENSP00000221859","9606.ENSP00000285398",972
"9606.ENSP00000221859","9606.ENSP00000428426",997
"9606.ENSP00000221859","9606.ENSP00000256443",913
"9606.ENSP00000221859","9606.ENSP00000415536",999
"9606.ENSP00000221859","9606.ENSP00000445162",966
"9606.ENSP00000221859","9606.ENSP00000292614",999
"9606.ENSP00000221859","9606.ENSP00000461879",999
"9606.ENSP00000221859","9606.ENSP00000476100",929
"9606.ENSP00000221859","9606.ENSP00000399982",907
"9606.ENSP00000221859","9606.ENSP00000385725",999
"9606.ENSP00000221859","9606.ENSP00000370193",910
"9606.ENSP00000221891","9606.ENSP00000399376",714
"9606.ENSP00000221891","9606.ENSP00000477213",986
"9606.ENSP00000221891","9606.ENSP00000460236",721
"9606.ENSP00000221891","9606.ENSP00000326366",716
"9606.ENSP00000221891","9606.ENSP00000427211",933
"9606.ENSP00000221930","9606.ENSP00000362680",787
"9606.ENSP00000221930","9606.ENSP00000361818",868
"9606.ENSP00000221930","9606.ENSP00000264657",870
"9606.ENSP00000221930","9606.ENSP00000228837",825
"9606.ENSP00000221930","9606.ENSP00000378517",716
"9606.ENSP00000221930","9606.ENSP00000222573",983
"9606.ENSP00000221930","9606.ENSP00000360266",722
"9606.ENSP00000221930","9606.ENSP00000297268",804
"9606.ENSP00000221930","9606.ENSP00000269305",809
"9606.ENSP00000221930","9606.ENSP00000391826",781
"9606.ENSP00000221930","9606.ENSP00000354487",709
"9606.ENSP00000221930","9606.ENSP00000358525",753
"9606.ENSP00000221930","9606.ENSP00000242208",920
"9606.ENSP00000221930","9606.ENSP00000265171",904
"9606.ENSP00000221930","9606.ENSP00000231449",852
"9606.ENSP00000221930","9606.ENSP00000261769",841
"9606.ENSP00000221930","9606.ENSP00000385675",960
"9606.ENSP00000221930","9606.ENSP00000427514",850
"9606.ENSP00000221930","9606.ENSP00000356954",969
"9606.ENSP00000221930","9606.ENSP00000264039",758
"9606.ENSP00000221930","9606.ENSP00000346839",969
"9606.ENSP00000221930","9606.ENSP00000261799",825
"9606.ENSP00000221930","9606.ENSP00000306884",947
"9606.ENSP00000221930","9606.ENSP00000266646",905
